Sample in Buffer,Sample in Window,TRIGGER,check_40G_sim_i/system_ila_1/inst/probe0_1[3:0],check_40G_sim_i/system_ila_1/inst/probe1_1[7:0],check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tdata[127:0],check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tkeep[15:0],check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tready,check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tlast,check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tdata[63:0],check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tkeep[7:0],check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tuser[7:0],check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tready,check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tlast,check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tdata[127:0],check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tkeep[15:0],check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tuser,check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tready,check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tlast,check_40G_sim_i/system_ila_1/inst/net_slot_3_axis_tdata[127:0],check_40G_sim_i/system_ila_1/inst/net_slot_3_axis_tkeep[15:0],check_40G_sim_i/system_ila_1/inst/net_slot_3_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_3_axis_tready,check_40G_sim_i/system_ila_1/inst/net_slot_3_axis_tlast,check_40G_sim_i/system_ila_1/inst/net_slot_4_axis_tdata[47:0],check_40G_sim_i/system_ila_1/inst/net_slot_4_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_4_axis_tready,check_40G_sim_i/system_ila_1/inst/net_slot_4_axis_tlast,check_40G_sim_i/system_ila_1/inst/net_slot_5_axis_tdata[31:0],check_40G_sim_i/system_ila_1/inst/net_slot_5_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_5_axis_tready,check_40G_sim_i/system_ila_1/inst/net_slot_5_axis_tlast,Interface_(i2:s0)_(uplane_packetiser_0_eth_data1)[2:0],Interface_(i2:s1)_(axis_data_fifo_5_M_AXIS)[2:0],Interface_(i2:s2)_(ethernet_mux_0_eth_data_out)[2:0],Interface_(i2:s3)_(tkeep_cleaner_FAPI_0_master)[2:0],Interface_(i2:s4)_(Data_Gen_1_application_header)[2:0],Interface_(i2:s5)_(Data_Gen_1_section_header)[2:0],T_Channel_(i2:s0)_(uplane_packetiser_0_eth_data1)[2:0],T_Channel_(i2:s1)_(axis_data_fifo_5_M_AXIS)[2:0],T_Channel_(i2:s2)_(ethernet_mux_0_eth_data_out)[2:0],T_Channel_(i2:s3)_(tkeep_cleaner_FAPI_0_master)[2:0],T_Channel_(i2:s4)_(Data_Gen_1_application_header)[2:0],T_Channel_(i2:s5)_(Data_Gen_1_section_header)[2:0]
1854,1854,0,15,05,4d000000000000000000000000000000,ffff,1,1,0,1100ffffffffffff,ff,00,1,1,0,00000000000000000000000043000000,ffff,0,0,0,0,0000000000000000000000004b000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1855,1855,0,15,06,4e000000000000000000000000000000,ffff,1,1,0,0100008155443322,ff,00,1,1,0,00000000000000000000000043000000,ffff,0,1,1,0,0000000000000000000000004c000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1856,1856,0,15,04,4f000000000000000000000000000000,ffff,1,1,0,0010a0050001feae,ff,00,1,1,0,00000000000000000000000044000000,ffff,0,0,0,0,0000000000000000000000004d000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1857,1857,0,15,05,50000000000000000000000000000000,ffff,1,1,0,80008f710a090001,ff,00,1,1,0,00000000000000000000000044000000,ffff,0,1,1,0,0000000000000000000000004e000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1858,1858,0,15,06,51000000000000000000000000000000,ffff,1,1,0,0000000000001ed2,ff,00,1,1,0,00000000000000000000000045000000,ffff,0,0,0,0,0000000000000000000000004f000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1859,1859,0,15,04,52000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,0,0,00000000000000000000000045000000,ffff,0,1,1,0,00000000000000000000000050000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1860,1860,0,15,05,53000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000046000000,ffff,0,0,0,0,00000000000000000000000051000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1861,1861,0,15,06,54000000000000000000000000000000,ffff,1,1,0,000000002d000000,ff,00,1,0,0,00000000000000000000000046000000,ffff,0,1,1,0,00000000000000000000000052000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1862,1862,0,15,04,55000000000000000000000000000000,ffff,1,1,0,000000002d000000,ff,00,1,1,0,00000000000000000000000047000000,ffff,0,0,0,0,00000000000000000000000053000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1863,1863,0,15,05,56000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000047000000,ffff,0,1,1,0,00000000000000000000000054000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1864,1864,0,15,06,57000000000000000000000000000000,ffff,1,1,0,000000002e000000,ff,00,1,1,0,00000000000000000000000048000000,ffff,0,0,0,0,00000000000000000000000055000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1865,1865,0,15,04,58000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000048000000,ffff,0,1,1,0,00000000000000000000000056000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1866,1866,0,15,05,59000000000000000000000000000000,ffff,1,1,0,000000002f000000,ff,00,1,1,0,00000000000000000000000049000000,ffff,0,0,0,0,00000000000000000000000057000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1867,1867,0,15,06,5a000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000049000000,ffff,0,1,1,0,00000000000000000000000058000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1868,1868,0,15,04,5b000000000000000000000000000000,ffff,1,1,0,0000000030000000,ff,00,1,1,0,0000000000000000000000004a000000,ffff,0,0,0,0,00000000000000000000000059000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1869,1869,0,15,05,5c000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000004a000000,ffff,0,1,1,0,0000000000000000000000005a000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1870,1870,0,15,06,5d000000000000000000000000000000,ffff,1,1,0,0000000031000000,ff,00,1,1,0,0000000000000000000000004b000000,ffff,0,0,0,0,0000000000000000000000005b000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1871,1871,0,15,04,5e000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000004b000000,ffff,0,1,1,0,0000000000000000000000005c000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1872,1872,0,15,05,5f000000000000000000000000000000,ffff,1,1,0,0000000032000000,ff,00,1,1,0,0000000000000000000000004c000000,ffff,0,0,0,0,0000000000000000000000005d000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1873,1873,0,15,06,60000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000004c000000,ffff,0,1,1,0,0000000000000000000000005e000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1874,1874,0,15,04,61000000000000000000000000000000,ffff,1,1,0,0000000033000000,ff,00,1,1,0,0000000000000000000000004d000000,ffff,0,0,0,0,0000000000000000000000005f000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1875,1875,0,15,05,62000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000004d000000,ffff,0,1,1,0,00000000000000000000000060000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1876,1876,0,15,06,63000000000000000000000000000000,ffff,1,1,0,0000000034000000,ff,00,1,1,0,0000000000000000000000004e000000,ffff,0,0,0,0,00000000000000000000000061000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1877,1877,0,15,04,00000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000004e000000,ffff,0,1,1,0,00000000000000000000000062000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1878,1878,0,15,05,01000000000000000000000000000000,ffff,1,1,0,0000000035000000,ff,00,1,1,0,0000000000000000000000004f000000,ffff,0,0,0,0,00000000000000000000000063000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1879,1879,0,15,06,02000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000004f000000,ffff,0,1,1,0,00000000000000000000000000000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1880,1880,0,15,04,03000000000000000000000000000000,ffff,1,1,0,0000000036000000,ff,00,1,1,0,00000000000000000000000050000000,ffff,0,0,0,0,00000000000000000000000001000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1881,1881,0,15,05,04000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000050000000,ffff,0,1,1,0,00000000000000000000000002000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1882,1882,0,15,06,05000000000000000000000000000000,ffff,1,1,0,0000000037000000,ff,00,1,1,0,00000000000000000000000051000000,ffff,0,0,0,0,00000000000000000000000003000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1883,1883,0,15,04,06000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000051000000,ffff,0,1,1,0,00000000000000000000000004000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1884,1884,0,15,05,07000000000000000000000000000000,ffff,1,1,0,0000000038000000,ff,00,1,1,0,00000000000000000000000052000000,ffff,0,0,0,0,00000000000000000000000005000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1885,1885,0,15,06,08000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000052000000,ffff,0,1,1,0,00000000000000000000000006000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1886,1886,0,15,04,09000000000000000000000000000000,ffff,1,1,0,0000000039000000,ff,00,1,1,0,00000000000000000000000053000000,ffff,0,0,0,0,00000000000000000000000007000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1887,1887,0,15,05,0a000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000053000000,ffff,0,1,1,0,00000000000000000000000008000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1888,1888,0,15,06,0b000000000000000000000000000000,ffff,1,1,0,000000003a000000,ff,00,1,1,0,00000000000000000000000054000000,ffff,0,0,0,0,00000000000000000000000009000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1889,1889,0,15,04,0c000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000054000000,ffff,0,1,1,0,0000000000000000000000000a000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1890,1890,0,15,05,0d000000000000000000000000000000,ffff,1,1,0,000000003b000000,ff,00,1,1,0,00000000000000000000000055000000,ffff,0,0,0,0,0000000000000000000000000b000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1891,1891,0,15,06,0e000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000055000000,ffff,0,1,1,0,0000000000000000000000000c000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1892,1892,0,15,04,0f000000000000000000000000000000,ffff,1,1,0,000000003c000000,ff,00,1,1,0,00000000000000000000000056000000,ffff,0,0,0,0,0000000000000000000000000d000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1893,1893,0,15,05,10000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000056000000,ffff,0,1,1,0,0000000000000000000000000e000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1894,1894,0,15,06,11000000000000000000000000000000,ffff,1,1,0,000000003d000000,ff,00,1,1,0,00000000000000000000000057000000,ffff,0,0,0,0,0000000000000000000000000f000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1895,1895,0,15,04,12000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000057000000,ffff,0,1,1,0,00000000000000000000000010000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1896,1896,0,15,05,13000000000000000000000000000000,ffff,1,1,0,000000003e000000,ff,00,1,1,0,00000000000000000000000058000000,ffff,0,0,0,0,00000000000000000000000011000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1897,1897,0,15,06,14000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000058000000,ffff,0,1,1,0,00000000000000000000000012000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1898,1898,0,15,04,15000000000000000000000000000000,ffff,1,1,0,000000003f000000,ff,00,1,1,0,00000000000000000000000059000000,ffff,0,0,0,0,00000000000000000000000013000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1899,1899,0,15,05,16000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000059000000,ffff,0,1,1,0,00000000000000000000000014000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1900,1900,0,15,06,17000000000000000000000000000000,ffff,1,1,0,0000000040000000,ff,00,1,1,0,0000000000000000000000005a000000,ffff,0,0,0,0,00000000000000000000000015000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1901,1901,0,15,04,18000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000005a000000,ffff,0,1,1,0,00000000000000000000000016000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1902,1902,0,15,05,19000000000000000000000000000000,ffff,1,1,0,0000000041000000,ff,00,1,1,0,0000000000000000000000005b000000,ffff,0,0,0,0,00000000000000000000000017000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1903,1903,0,15,06,1a000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000005b000000,ffff,0,1,1,0,00000000000000000000000018000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1904,1904,0,15,04,1b000000000000000000000000000000,ffff,1,1,0,0000000042000000,ff,00,1,1,0,0000000000000000000000005c000000,ffff,0,0,0,0,00000000000000000000000019000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1905,1905,0,15,05,1c000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000005c000000,ffff,0,1,1,0,0000000000000000000000001a000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1906,1906,0,15,06,1d000000000000000000000000000000,ffff,1,1,0,0000000043000000,ff,00,1,1,0,0000000000000000000000005d000000,ffff,0,0,0,0,0000000000000000000000001b000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1907,1907,0,15,04,1e000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000005d000000,ffff,0,1,1,0,0000000000000000000000001c000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1908,1908,0,15,05,1f000000000000000000000000000000,ffff,1,1,0,0000000044000000,ff,00,1,1,0,0000000000000000000000005e000000,ffff,0,0,0,0,0000000000000000000000001d000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1909,1909,0,15,06,20000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000005e000000,ffff,0,1,1,0,0000000000000000000000001e000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1910,1910,0,15,04,21000000000000000000000000000000,ffff,1,1,0,0000000045000000,ff,00,1,1,0,0000000000000000000000005f000000,ffff,0,0,0,0,0000000000000000000000001f000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1911,1911,0,15,05,22000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,0000000000000000000000005f000000,ffff,0,1,1,0,00000000000000000000000020000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1912,1912,0,15,06,23000000000000000000000000000000,ffff,1,1,0,0000000046000000,ff,00,1,1,0,00000000000000000000000060000000,ffff,0,0,0,0,00000000000000000000000021000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1913,1913,0,15,04,24000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000060000000,ffff,0,1,1,0,00000000000000000000000022000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1914,1914,0,15,05,25000000000000000000000000000000,ffff,1,1,0,0000000047000000,ff,00,1,1,0,00000000000000000000000061000000,ffff,0,0,0,0,00000000000000000000000023000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1915,1915,0,15,06,26000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000061000000,ffff,0,1,1,0,00000000000000000000000024000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1916,1916,0,15,04,27000000000000000000000000000000,ffff,1,1,0,0000000048000000,ff,00,1,1,0,00000000000000000000000062000000,ffff,0,0,0,0,00000000000000000000000025000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1917,1917,0,15,05,28000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000062000000,ffff,0,1,1,0,00000000000000000000000026000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1918,1918,0,15,06,29000000000000000000000000000000,ffff,1,1,0,0000000049000000,ff,00,1,1,0,00000000000000000000000063000000,ffff,0,0,0,0,00000000000000000000000027000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1919,1919,0,15,04,2a000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000063000000,ffff,0,1,1,0,00000000000000000000000028000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1920,1920,0,15,05,2b000000000000000000000000000000,ffff,1,1,0,000000004a000000,ff,00,1,1,0,00000000000000000000000000000000,ffff,0,0,0,0,00000000000000000000000029000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1921,1921,0,15,06,2c000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000000000000,ffff,0,1,1,0,0000000000000000000000002a000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1922,1922,0,15,04,2d000000000000000000000000000000,ffff,1,1,0,000000004b000000,ff,00,1,1,0,00000000000000000000000001000000,ffff,0,0,0,0,0000000000000000000000002b000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
1923,1923,0,15,05,2e000000000000000000000000000000,ffff,1,1,0,0000000000000000,ff,00,1,1,0,00000000000000000000000001000000,ffff,0,1,1,0,0000000000000000000000002c000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","Active","Active","_","_","Stream Beat","Stream Beat","Stream Beat","Stream Beat","_","_"
1924,1924,0,15,06,2f000000000000000000000000000000,ffff,1,1,0,000000004c000000,ff,00,1,1,0,00000000000000000000000002000000,ffff,0,0,0,0,0000000000000000000000002d000000,ffff,1,1,0,0000cc9cd900,0,0,0,3cc70a90,0,0,0,"Active","Active","_","Active","_","_","Stream Beat","Stream Beat","_","Stream Beat","_","_"
